observation_id,fixture_id,condition,framing,complexity,expected,generated_classification,logit_classification,logit_correct,pass,parsed,raw_a_logit,raw_b_logit,processed_a_logit,processed_b_logit,raw_ab_margin,decision_margin,prompt_token_count,prompt_char_count,response_token_count,explicit,high,interaction,prompt_tokens_centered,position_centered,position_within_fixture,evaluation_order,model,run_id,seed,prompt_sha256
RESCS1-005:EH,RESCS1-005,EH,EXPLICIT,HIGH,A,B,B,0,0,1,32.25,35.0,32.25,35.0,-2.75,-2.75,252,929,1,1,1,1,0.52,-1.5,0,80,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b2cab5e00fbc7c658f81737f470edcfffe2d6003b140ce9a69fa9e754402fac4
RESCS1-005:EL,RESCS1-005,EL,EXPLICIT,LOW,A,B,B,0,0,1,35.0,35.25,35.0,35.25,-0.25,-0.25,224,857,1,1,0,0,0.24,-0.5,1,81,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,8935c17b52cd8bb0205f7e8a96c753eb2383b3e48f6cb95d4c439cf89d8370f3
RESCS1-005:NL,RESCS1-005,NL,NEUTRAL,LOW,A,A,A,1,1,1,35.5,34.75,35.5,34.75,0.75,0.75,217,869,1,0,0,0,0.17,0.5,2,82,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a8998fcb3e2928370be173c1976642350415b4d785df354960475c62a76f76ac
RESCS1-005:NH,RESCS1-005,NH,NEUTRAL,HIGH,A,B,B,0,0,1,34.25,36.0,34.25,36.0,-1.75,-1.75,237,945,1,0,1,0,0.37,1.5,3,83,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,806c0c6805ff6ad77e0195d7ff86bc05da5b12ed780580122e2c9f26629f6eca
RESCS1-056:EL,RESCS1-056,EL,EXPLICIT,LOW,A,B,A,1,0,1,31.125,29.875,31.125,29.875,1.25,1.25,222,860,3,1,0,0,0.22,-1.5,0,84,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,51794eb7e945d4aa51d456dc34b9aad8d0f88045c290d0b9fb2b681463d79f2d
RESCS1-056:NL,RESCS1-056,NL,NEUTRAL,LOW,A,B,A,1,0,1,32.5,29.25,32.5,29.25,3.25,3.25,216,872,3,0,0,0,0.16,-0.5,1,85,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,8dedd86ad44b5c3c1bbc7d50edb62bb0a301d3151b70d2e6a7f8005d448c7ccf
RESCS1-056:NH,RESCS1-056,NH,NEUTRAL,HIGH,A,B,A,1,0,1,31.375,30.125,31.375,30.125,1.25,1.25,234,949,3,0,1,0,0.34,0.5,2,86,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,8ca72d3745aef1668a92fc4c41a2d68e595f554b2a026282cc28eda3bd737053
RESCS1-056:EH,RESCS1-056,EH,EXPLICIT,HIGH,A,A,A,1,1,1,36.5,31.0,36.5,31.0,5.5,5.5,249,933,1,1,1,1,0.49,1.5,3,87,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b8f640116b6844468f96ffb16d1d676794f90850b73af766d5bd9b02ae577980
RESCS1-027:NL,RESCS1-027,NL,NEUTRAL,LOW,A,A,A,1,1,1,31.5,31.0,31.5,31.0,0.5,0.5,216,859,3,0,0,0,0.16,-1.5,0,88,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,66480a1da2fa299de6d12c6ae083a60b0f5b8b0cf967013618e5a7fd644cf0f7
RESCS1-027:NH,RESCS1-027,NH,NEUTRAL,HIGH,A,A,A,1,1,1,32.5,29.5,32.5,29.5,3.0,3.0,234,936,3,0,1,0,0.34,-0.5,1,89,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,c7e8417c13ab3f8d9a4ce7a000bbd2b033528e24257c3e824d241f9f6001ac78
RESCS1-027:EH,RESCS1-027,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.75,31.0,35.75,31.0,4.75,4.75,249,920,1,1,1,1,0.49,0.5,2,90,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,994e10c574fadbad831440be17795de199e9112de6334f6836205f68dd4d7d47
RESCS1-027:EL,RESCS1-027,EL,EXPLICIT,LOW,A,A,B,0,1,1,29.5,30.875,29.5,30.875,-1.375,-1.375,222,847,3,1,0,0,0.22,1.5,3,91,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,5a374559edec33558da3dcf1fcc5633d4c33318b18ebd10cb2691947c32c51ce
RESCS1-030:NH,RESCS1-030,NH,NEUTRAL,HIGH,B,A,A,0,0,1,33.75,28.75,33.75,28.75,5.0,-5.0,234,946,3,0,1,0,0.34,-1.5,0,92,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,d1744d5c16e093293f5c5a8e30b234a2f69aee07fb0326ede1773f05a5a4bc73
RESCS1-030:EH,RESCS1-030,EH,EXPLICIT,HIGH,B,A,A,0,0,1,36.25,29.375,36.25,29.375,6.875,-6.875,249,930,1,1,1,1,0.49,-0.5,1,93,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,0a5f0caa8e5c825cfc3e478c6944d689b7851215a08fe22e123a21ccba2dbfad
RESCS1-030:EL,RESCS1-030,EL,EXPLICIT,LOW,B,A,B,1,0,1,30.625,31.25,30.625,31.25,-0.625,0.625,222,857,3,1,0,0,0.22,0.5,2,94,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a5a74b7b128b20333dc8c8f8f10b489e5e4b3e0a946b51946778436a56424983
RESCS1-030:NL,RESCS1-030,NL,NEUTRAL,LOW,B,A,A,0,0,1,33.75,31.375,33.75,31.375,2.375,-2.375,216,869,3,0,0,0,0.16,1.5,3,95,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,4f189f79e0f06793a6f8c4a4183c666f529da67e8e732aec6b4dd4454248fa39
RESCS1-017:NL,RESCS1-017,NL,NEUTRAL,LOW,B,A,A,0,0,1,36.25,33.0,36.25,33.0,3.25,-3.25,216,867,1,0,0,0,0.16,-1.5,0,96,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,26413bd0179892348ba44a127959795063da2efb404c41c196a42916b87490b4
RESCS1-017:NH,RESCS1-017,NH,NEUTRAL,HIGH,B,A,A,0,0,1,36.5,31.75,36.5,31.75,4.75,-4.75,234,944,1,0,1,0,0.34,-0.5,1,97,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,425763c77a8773bac99ebef48a40b6a4cdb09c6360ca23f9fd3952c9f83e0bb6
RESCS1-017:EH,RESCS1-017,EH,EXPLICIT,HIGH,B,B,B,1,1,1,31.625,36.0,31.625,36.0,-4.375,4.375,249,928,1,1,1,1,0.49,0.5,2,98,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,57ebcf0de0806d505ac2bd55a1bc95c5d9e2ab31bac31ed9580d760079c7b59e
RESCS1-017:EL,RESCS1-017,EL,EXPLICIT,LOW,B,B,B,1,1,1,34.25,36.5,34.25,36.5,-2.25,2.25,222,855,1,1,0,0,0.22,1.5,3,99,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,7555de2d79fe17c47643cf7062705395c9fd05e75381b648c38c0dc706ed64b2
RESCS1-055:NH,RESCS1-055,NH,NEUTRAL,HIGH,A,A,A,1,1,1,33.25,20.75,33.25,20.75,12.5,12.5,234,959,4,0,1,0,0.34,-1.5,0,100,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,5213dbd7852dabc2a5feb36c637d0906852d5cf48ddecc34aede23b0ef06b035
RESCS1-055:EH,RESCS1-055,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.25,20.75,35.25,20.75,14.5,14.5,249,943,1,1,1,1,0.49,-0.5,1,101,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,3d4c25aa75ece61a7206f27013cb327f5726643609fb25d41f5a27e1fb7f811c
RESCS1-055:EL,RESCS1-055,EL,EXPLICIT,LOW,A,A,A,1,1,1,32.0,19.125,32.0,19.125,12.875,12.875,222,870,4,1,0,0,0.22,0.5,2,102,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,d95dc9c10bcb406bc2a30d0a1331215356d0d446aeb03f202eba4f1282d47133
RESCS1-055:NL,RESCS1-055,NL,NEUTRAL,LOW,A,A,A,1,1,1,35.5,19.375,35.5,19.375,16.125,16.125,216,882,1,0,0,0,0.16,1.5,3,103,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,e63f0b92d88f9430bf9dfb09e9b19bbbb0d7a4577d7dba8cee6353f754ab01d0
RESCS1-013:EH,RESCS1-013,EH,EXPLICIT,HIGH,B,A,A,0,0,1,35.75,32.25,35.75,32.25,3.5,-3.5,252,929,1,1,1,1,0.52,-1.5,0,104,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,c7f675ad05ea495544b8bb30ab53961bfb4c7642617640491b1150c3bf83f63e
RESCS1-013:EL,RESCS1-013,EL,EXPLICIT,LOW,B,A,A,0,0,1,33.5,32.25,33.5,32.25,1.25,-1.25,224,857,3,1,0,0,0.24,-0.5,1,105,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,f6d4890c870b428680284d11a4ab47949ea6f949e30c812155f9aec46b739745
RESCS1-013:NL,RESCS1-013,NL,NEUTRAL,LOW,B,B,A,0,1,1,33.5,31.0,33.5,31.0,2.5,-2.5,217,869,3,0,0,0,0.17,0.5,2,106,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,165d7bf0e0053be7a4b2104f51d26d7e5c7378590c1ea17e94804a55c189881d
RESCS1-013:NH,RESCS1-013,NH,NEUTRAL,HIGH,B,A,A,0,0,1,32.75,31.875,32.75,31.875,0.875,-0.875,237,945,3,0,1,0,0.37,1.5,3,107,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ef6c2d638b9cfcc97be069e149e33a37bafd8194dc97cc891f925b86a0b22f2e
RESCS1-000:EL,RESCS1-000,EL,EXPLICIT,LOW,B,A,A,0,0,1,36.25,33.75,36.25,33.75,2.5,-2.5,224,855,1,1,0,0,0.24,-1.5,0,108,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,19f3b1924037b1a471e3e9705858079bc118eb8bf2f1537df71b969e2406de44
RESCS1-000:NL,RESCS1-000,NL,NEUTRAL,LOW,B,A,A,0,0,1,35.75,32.75,35.75,32.75,3.0,-3.0,217,867,1,0,0,0,0.17,-0.5,1,109,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,506145261283081f8b11c902553e2274d5495ccadf7eb8112b45ece783ba4c0b
RESCS1-000:NH,RESCS1-000,NH,NEUTRAL,HIGH,B,A,A,0,0,1,35.25,35.25,35.25,35.25,0.0,-0.0,237,943,1,0,1,0,0.37,0.5,2,110,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,7afca7441b87cf18cef3440e82e56ad81209687b320dc703b51a84de0fb2c5c6
RESCS1-000:EH,RESCS1-000,EH,EXPLICIT,HIGH,B,B,B,1,1,1,33.0,34.5,33.0,34.5,-1.5,1.5,252,927,1,1,1,1,0.52,1.5,3,111,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,3c9e12882e2dedc02ad3c232a2ce94c515cc36faeab491fad6cde2b1c396fc08
RESCS1-036:NH,RESCS1-036,NH,NEUTRAL,HIGH,A,A,A,1,1,1,32.75,32.75,32.75,32.75,0.0,0.0,237,946,1,0,1,0,0.37,-1.5,0,112,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ed482ad236035964d63b902544596d7ff08d98ff04036a172fc191c517bf7a85
RESCS1-036:NL,RESCS1-036,NL,NEUTRAL,LOW,A,A,A,1,1,1,34.0,32.75,34.0,32.75,1.25,1.25,217,870,1,0,0,0,0.17,-0.5,1,113,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,428a5157b8d6d1e96905bd42a7ed3f694adb3b889fb20693fbd7a2734dfc209d
RESCS1-036:EL,RESCS1-036,EL,EXPLICIT,LOW,A,B,B,0,0,1,33.25,34.0,33.25,34.0,-0.75,-0.75,224,858,1,1,0,0,0.24,0.5,2,114,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ee7d1977b97e9430c129ab315cce15515b977b04c0d02deacbcaf5282d3343af
RESCS1-036:EH,RESCS1-036,EH,EXPLICIT,HIGH,A,B,B,0,0,1,30.625,34.0,30.625,34.0,-3.375,-3.375,252,930,1,1,1,1,0.52,1.5,3,115,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a9e6f64f5fbc355c91fb3454797ae18ea31ebe31fbe9dc9139e3208b257cb7ef
RESCS1-041:NL,RESCS1-041,NL,NEUTRAL,LOW,A,A,A,1,1,1,35.25,32.25,35.25,32.25,3.0,3.0,217,868,1,0,0,0,0.17,-1.5,0,116,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ecf1884543743d9c9612010611a306580beee34274e02bb6cacddaa9f4281c33
RESCS1-041:EL,RESCS1-041,EL,EXPLICIT,LOW,A,A,A,1,1,1,34.0,31.75,34.0,31.75,2.25,2.25,224,856,1,1,0,0,0.24,-0.5,1,117,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,9d632cf13c9fcd43f9f98c0975054b5bbfc95bd9dc876597ba6af09fc22d3802
RESCS1-041:EH,RESCS1-041,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.5,31.0,35.5,31.0,4.5,4.5,252,928,1,1,1,1,0.52,0.5,2,118,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,f927c0dc8e746c54c0358cfd47355d7784546e201c942f67bea199be8aa30a1d
RESCS1-041:NH,RESCS1-041,NH,NEUTRAL,HIGH,A,,A,1,0,0,33.0,31.0,33.0,31.0,2.0,2.0,237,944,4,0,1,0,0.37,1.5,3,119,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a1e38963117e5bcf3610035efe684f5557e5aee80c4c7c3490fe132dff2df2fe
RESCS1-046:EL,RESCS1-046,EL,EXPLICIT,LOW,B,A,A,0,0,1,33.0,31.5,33.0,31.5,1.5,-1.5,224,858,3,1,0,0,0.24,-1.5,0,120,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,d932708c3eaf2030bd2f2f3e9135cfa3473e22d8e2a5bc642c47b0ed2f50eaf2
RESCS1-046:EH,RESCS1-046,EH,EXPLICIT,HIGH,B,A,A,0,0,1,35.5,31.5,35.5,31.5,4.0,-4.0,252,930,1,1,1,1,0.52,-0.5,1,121,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,857a8abe1f86a2f6d991c72e4e819e47c8bf1449b458563938b3c83e7a133c92
RESCS1-046:NH,RESCS1-046,NH,NEUTRAL,HIGH,B,A,A,0,0,1,32.5,29.125,32.5,29.125,3.375,-3.375,237,946,3,0,1,0,0.37,0.5,2,122,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ef4644022e70343fb01c5c0c96dd3d9edd51f92ceff10765065aa5ceae156e9f
RESCS1-046:NL,RESCS1-046,NL,NEUTRAL,LOW,B,A,A,0,0,1,33.0,31.0,33.0,31.0,2.0,-2.0,217,870,3,0,0,0,0.17,1.5,3,123,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a3b0589a00bed54f8e57fc4712a4d67df5760e83138e426a5374582867d0d524
RESCS1-022:EH,RESCS1-022,EH,EXPLICIT,HIGH,A,B,B,0,0,1,22.75,36.25,22.75,36.25,-13.5,-13.5,249,930,1,1,1,1,0.49,-1.5,0,124,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,9be8742a826b4ff64d7ed89ed7a8b782ba2dce3fc38ea18e0ef7d87393bda8b1
RESCS1-022:NH,RESCS1-022,NH,NEUTRAL,HIGH,A,B,B,0,0,1,23.75,37.0,23.75,37.0,-13.25,-13.25,234,946,1,0,1,0,0.34,-0.5,1,125,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,80e8fb78d842bb5740fe5b42265f96b183af010ac882b0a3c23541af0c66aff6
RESCS1-022:NL,RESCS1-022,NL,NEUTRAL,LOW,A,B,B,0,0,1,25.0,38.0,25.0,38.0,-13.0,-13.0,216,869,1,0,0,0,0.16,0.5,2,126,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,7e31fb0556c0d42e027ffa3a0104e51e97cbcb5c17a989900d1acb35813245bb
RESCS1-022:EL,RESCS1-022,EL,EXPLICIT,LOW,A,B,B,0,0,1,22.875,37.25,22.875,37.25,-14.375,-14.375,222,857,1,1,0,0,0.22,1.5,3,127,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,9fb465f569b1cc85f06dabb5f59ba9feadfb6bec10ad50f6ba8a182e83e3b2ab
RESCS1-020:NL,RESCS1-020,NL,NEUTRAL,LOW,A,B,B,0,0,1,34.5,35.75,34.5,35.75,-1.25,-1.25,216,869,1,0,0,0,0.16,-1.5,0,128,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,27c46302d051cc7e8cf7eff7f478cc47b329ac9f866e46a0361d0acd2f71781f
RESCS1-020:EL,RESCS1-020,EL,EXPLICIT,LOW,A,B,B,0,0,1,32.25,37.5,32.25,37.5,-5.25,-5.25,222,857,1,1,0,0,0.22,-0.5,1,129,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,4c8c27d50c580b03a678d556b79a5eb908b147f20390226bbc77ddcbd0b8bad9
RESCS1-020:EH,RESCS1-020,EH,EXPLICIT,HIGH,A,B,B,0,0,1,30.75,36.5,30.75,36.5,-5.75,-5.75,249,930,1,1,1,1,0.49,0.5,2,130,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,df300ff45a653864fdf3689b36f40036e3cd3a906d6712b7923edbb9534854c3
RESCS1-020:NH,RESCS1-020,NH,NEUTRAL,HIGH,A,B,B,0,0,1,33.25,35.75,33.25,35.75,-2.5,-2.5,234,946,1,0,1,0,0.34,1.5,3,131,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,e471db5e1c2f880db1317379440ed053eb0c183d949796fcb9ad7e9b8dc769cc
RESCS1-033:EL,RESCS1-033,EL,EXPLICIT,LOW,B,B,B,1,1,1,30.875,36.5,30.875,36.5,-5.625,5.625,224,856,1,1,0,0,0.24,-1.5,0,132,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,5bad8d353d5bd3e35f044152ec5e9a2fd0ede0e6a0808ff9832a971a3c2cff58
RESCS1-033:EH,RESCS1-033,EH,EXPLICIT,HIGH,B,B,B,1,1,1,28.0,35.75,28.0,35.75,-7.75,7.75,252,928,1,1,1,1,0.52,-0.5,1,133,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,f1e5c3a7346e108c1152060aff115569e8e6348cfe220913f904ea7b09f83055
RESCS1-033:NH,RESCS1-033,NH,NEUTRAL,HIGH,B,B,B,1,1,1,31.375,35.75,31.375,35.75,-4.375,4.375,237,944,1,0,1,0,0.37,0.5,2,134,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,e6f88c2bdf43f02f8b7ed3e70e4497da1c447d9c19e89f34fc77d474e75290cb
RESCS1-033:NL,RESCS1-033,NL,NEUTRAL,LOW,B,B,B,1,1,1,32.25,35.75,32.25,35.75,-3.5,3.5,217,868,1,0,0,0,0.17,1.5,3,135,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,8610480698f09e384e7668eb2645f7b0a64d1e24ec1418ec9e85fac5482bb423
RESCS1-052:EH,RESCS1-052,EH,EXPLICIT,HIGH,A,B,B,0,0,1,27.5,34.75,27.5,34.75,-7.25,-7.25,249,933,1,1,1,1,0.49,-1.5,0,136,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,64d93faf34a7bf2a61808d43acacaae20adeb2eb9e780e7197b454af721647da
RESCS1-052:NH,RESCS1-052,NH,NEUTRAL,HIGH,A,A,A,1,1,1,33.25,32.25,33.25,32.25,1.0,1.0,234,949,1,0,1,0,0.34,-0.5,1,137,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,f2b166f42a12384c26e17685c36ef57ced0e983d5c8c6f67a0a1a2fdd23fd46e
RESCS1-052:NL,RESCS1-052,NL,NEUTRAL,LOW,A,A,A,1,1,1,33.75,30.625,33.75,30.625,3.125,3.125,216,872,1,0,0,0,0.16,0.5,2,138,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,d885b1393f31f7503af35232fa4aac72ff9f6ab11fd9cd3545b8e45fb78d07af
RESCS1-052:EL,RESCS1-052,EL,EXPLICIT,LOW,A,B,B,0,0,1,32.25,33.0,32.25,33.0,-0.75,-0.75,222,860,1,1,0,0,0.22,1.5,3,139,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a0897b25cf95486e7d852479a6983ef5ff0424488941ee2ca90d1b1df41cbce0
RESCS1-058:NH,RESCS1-058,NH,NEUTRAL,HIGH,A,B,A,1,0,1,29.625,29.5,29.625,29.5,0.125,0.125,234,949,3,0,1,0,0.34,-1.5,0,140,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,cf88844f483fe3a5ba3830b58ce0668d929c776fbe670dee75be72bb3e350009
RESCS1-058:NL,RESCS1-058,NL,NEUTRAL,LOW,A,B,A,1,0,1,28.625,28.625,28.625,28.625,0.0,0.0,216,872,3,0,0,0,0.16,-0.5,1,141,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,c047f77c1d9ddd9c61d2f57c525b7729e517fded71ee0472cf0e33b24fdadbce
RESCS1-058:EL,RESCS1-058,EL,EXPLICIT,LOW,A,B,B,0,0,1,27.25,29.0,27.25,29.0,-1.75,-1.75,222,860,3,1,0,0,0.22,0.5,2,142,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,3e52aedf132047549bcc73b60d04f6b41ee9d02141a74296cd116e799c7a1e72
RESCS1-058:EH,RESCS1-058,EH,EXPLICIT,HIGH,A,B,A,1,0,1,32.5,29.25,32.5,29.25,3.25,3.25,249,933,3,1,1,1,0.49,1.5,3,143,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,fde3121c1b3c7c49049d7abe213081de22bfad0ea9b5f9f62555fef5ec07533b
RESCS1-010:EH,RESCS1-010,EH,EXPLICIT,HIGH,A,B,A,1,0,1,32.0,30.5,32.0,30.5,1.5,1.5,252,927,3,1,1,1,0.52,-1.5,0,144,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,4862467f1accffecb6533d72291a23b43bb2144c68c42fe5d848fc90c57d3449
RESCS1-010:EL,RESCS1-010,EL,EXPLICIT,LOW,A,B,B,0,0,1,28.875,30.5,28.875,30.5,-1.625,-1.625,224,855,3,1,0,0,0.24,-0.5,1,145,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,3e96c0367c72878f1c33c2f44e8c96e989826fae59c86c5e249cb14b786450d5
RESCS1-010:NH,RESCS1-010,NH,NEUTRAL,HIGH,A,B,B,0,0,1,29.125,30.25,29.125,30.25,-1.125,-1.125,237,943,3,0,1,0,0.37,0.5,2,146,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,fd35e75bc90e31d8dabe935c7c828907d82ffe5e31eb8b343591002f85257473
RESCS1-010:NL,RESCS1-010,NL,NEUTRAL,LOW,A,B,B,0,0,1,28.625,29.25,28.625,29.25,-0.625,-0.625,217,867,3,0,0,0,0.17,1.5,3,147,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,0283d8a3ade54126cb7f97ea56b489713483cb157d8d43edfef80a02962bc659
RESCS1-028:EL,RESCS1-028,EL,EXPLICIT,LOW,B,B,A,0,1,1,32.75,31.375,32.75,31.375,1.375,-1.375,222,857,3,1,0,0,0.22,-1.5,0,148,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a83c13674a34f994212058579ae52f9aeb0ac8d477bfe3ad04ac4deb667c7556
RESCS1-028:NH,RESCS1-028,NH,NEUTRAL,HIGH,B,B,A,0,1,1,33.0,31.5,33.0,31.5,1.5,-1.5,234,946,3,0,1,0,0.34,-0.5,1,149,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,dac0492e465c4a97eb7c602a51f10d5b500962e0b094c1645f39440766db292a
RESCS1-028:NL,RESCS1-028,NL,NEUTRAL,LOW,B,A,A,0,0,1,35.0,31.875,35.0,31.875,3.125,-3.125,216,869,1,0,0,0,0.16,0.5,2,150,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,af784f05de145de3f2a22a796d4a146afe85917163c2cf54c3d9695844280fe5
RESCS1-028:EH,RESCS1-028,EH,EXPLICIT,HIGH,B,A,A,0,0,1,36.75,31.125,36.75,31.125,5.625,-5.625,249,930,1,1,1,1,0.49,1.5,3,151,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,043dd35ee5dc611b549f03c1d44086f0584ca8dc6d64b35c81a43682e11ac057
RESCS1-060:NH,RESCS1-060,NH,NEUTRAL,HIGH,B,A,A,0,0,1,34.75,31.25,34.75,31.25,3.5,-3.5,234,949,1,0,1,0,0.34,-1.5,0,152,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,70d5d509e8ed0618925ad9e0ec41a6a9b35f396f3ae2c510ec13d25591019e5e
RESCS1-060:NL,RESCS1-060,NL,NEUTRAL,LOW,B,A,A,0,0,1,34.75,31.5,34.75,31.5,3.25,-3.25,216,872,1,0,0,0,0.16,-0.5,1,153,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,511f18b68f45e3f1be2e311f33dac12b66aaa83cf0bfeb704a7c4e7422205796
RESCS1-060:EH,RESCS1-060,EH,EXPLICIT,HIGH,B,A,A,0,0,1,36.75,31.375,36.75,31.375,5.375,-5.375,249,933,1,1,1,1,0.49,0.5,2,154,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,57c35c38d87985615ac3101cb6be5404c8262f9e36d1a73dc27b8cda61b73df8
RESCS1-060:EL,RESCS1-060,EL,EXPLICIT,LOW,B,A,A,0,0,1,32.25,32.0,32.25,32.0,0.25,-0.25,222,860,3,1,0,0,0.22,1.5,3,155,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,cd6ae65419378fad0204b5e3ecb68a55948fae516edd1cf421f0261ce7e8b77a
RESCS1-012:NL,RESCS1-012,NL,NEUTRAL,LOW,B,A,A,0,0,1,35.75,34.25,35.75,34.25,1.5,-1.5,217,867,1,0,0,0,0.17,-1.5,0,156,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,122fd7bb5ca261f899eebffc06783de9f96503cc90bce73a1d52c406827444c0
RESCS1-012:EH,RESCS1-012,EH,EXPLICIT,HIGH,B,A,A,0,0,1,36.5,33.5,36.5,33.5,3.0,-3.0,252,927,1,1,1,1,0.52,-0.5,1,157,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,c4421b4a9a49b4d49608db7bd0cccda690793de44b93be68b70a580967d761f4
RESCS1-012:EL,RESCS1-012,EL,EXPLICIT,LOW,B,A,A,0,0,1,34.5,34.25,34.5,34.25,0.25,-0.25,224,855,3,1,0,0,0.24,0.5,2,158,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,4b6d8ecace1535f31d8cb64b4a95068a3b6a771bee953683f511216a50ea60c4
RESCS1-012:NH,RESCS1-012,NH,NEUTRAL,HIGH,B,A,A,0,0,1,33.75,33.0,33.75,33.0,0.75,-0.75,237,943,3,0,1,0,0.37,1.5,3,159,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,cb47f2d8b550d5ac4c2faba0cc136ca9cfd7cf0abd4cfc1c18177ef6340882af
RESCS1-039:EL,RESCS1-039,EL,EXPLICIT,LOW,A,A,A,1,1,1,32.5,19.0,32.5,19.0,13.5,13.5,224,868,3,1,0,0,0.24,-1.5,0,160,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,62b5dec6a315a57cbca9f2ae3187f148d13c9a321ca003f48ee131eb05028cac
